3d,3d,44.4383919935
kenny,mail,3.99640829099
shackleton,services,3.99631450155
grigsby,mike,3.99626973841
eb3801a,houston,3.99589031752
link,list,3.99579013335
state,education,3.99544908086
shackleton,houston,3.99511975205
water,prices,3.99484158112
payment,status,3.99458366018
price,cap,3.99426392347
netting,agreement,3.99393779203
notify,email,3.99386105522
3e,last,3.99286347669
mail,christopher,3.99281658197
message,confidential,3.9926290031
according,report,3.99261408206
fixed,price,3.99249897684
department,prices,3.99226237168
file,winmail,3.99086831963
california,epmi,3.99068926708
pacificorp,power,3.99062105658
let,time,3.99047520141
file,dat,3.99033116197
know,thank,3.99030287469
director,services,3.98991337267
good,idea,3.98921208349
consider,edison,3.98915453088
enron,eb3801a,3.9878414788
mark,counsel,3.98762618942
business,detail,3.98760061048
mail,nancy,3.98671067665
payment,report,3.98645915044
legislature,next,3.98614900583
shackleton,enron,3.98556175608
taylor,mark,3.98446079602
east,power,3.98424337506
power,generators,3.98311790185
enron,sp,3.98252212578
fee,let,3.98159169196
energy,excite,3.98056000819
energy,quicken,3.98056000819
's,customers,3.97895922022
sheet,review,3.97873537737
sunday,october,3.97866290372
's,week,3.97862325384
power,bond,3.978616009
federal,state,3.97789553562
contracts,prices,3.97730295693
prices,contracts,3.97730295693
like,some,3.97697813901
fee,know,3.97550390505
board,october,3.97478343167
commission,contracts,3.97298864295
california,term,3.97230653798
more,time,3.96987168224
west,gas,3.96984882848
bonds,power,3.96623580369
list,year,3.96261638416
've,some,3.96185221343
review,know,3.96094647712
contract,california,3.95917601719
's,california,3.95475932737
n't,need,3.95055924233
contract,state,3.9444137734
chris,mail,3.94073680127
call,n't,3.94014305646
gas,company,3.93822686812
let,kim,3.93719518434
contract,power,3.93584802701
's,discussions,3.93456908018
know,mark,3.93438592693
state,edison,3.93108608165
some,contracts,3.93078339756
's,ok,3.91957449439
state,last,3.91938371815
friday,let,3.91932829712
power,california,3.91596466696
's,off,3.91151457182
energy,said,3.90992803793
's,report,3.90490235139
n't,work,3.90336917227
know,file,3.900289203
's,against,3.88549589032
'll,'s,3.88374324601
enron,let,3.87868523913
bonds,'s,3.87731702534
epgc,mtm,3.87291069722
msn,itl,3.87276319777
msn,bql,3.87276319777
msn,hmtag,3.87276319777
peakoroffpeak,rt,3.87271916809
ft,gdl,3.87266853395
cents,dollar,3.87266633246
datevalue,peakoroffpeak,3.87260359016
map,airport,3.87245498996
pdf,pdf,3.872450587
contain,privileged,3.87235592317
airport,ole,3.87234491575
embedded,picture,3.87228987864
ole,map,3.87221722966
caso,de,3.87218420739
de,nascimento,3.87218420739
'if,',3.87208073763
affairs,chair,3.87201029013
spending,university,3.87199047677
contain,confidential,3.87189581294
deal,specifics,3.87185398474
error,sender,3.87175051498
change,font,3.87171529123
touch,base,3.87168667193
tired,dog,3.87164484373
board,directors,3.87148083314
industrial,markets,3.87138727006
intended,disclosure,3.8710724578
suite,telephone,3.87094146948
3d23006,sections,3.87076424999
couple,weeks,3.87072462327
vice,counsel,3.87052208671
undercollection,customers,3.86998382379
committee,chair,3.8698770518
existing,transaction,3.86985943992
cut,sheet,3.86891280166
report,employee,3.86880602967
broadband,services,3.86877630963
attorney,law,3.86857817604
customers,january,3.86806412944
vice,general,3.86800358862
texas,ou,3.86796726413
cover,customers,3.86746422496
bond,sale,3.86733653887
budget,sold,3.86651758669
counterparty,deal,3.86601895049
deal,epmi,3.86564249666
state,spending,3.86559736623
committee,committee,3.86540033339
appreciated,then,3.86499195804
houston,telephone,3.86369858599
's,high,3.86368558371
power,enron,3.86360466628
broncos,file,3.86299741323
sue,review,3.86276845885
review,asap,3.86251308667
mail,sean,3.86185484285
immediately,email,3.86009145389
yahoo,mail,3.86000009229
proposal,back,3.85929891953
review,proposed,3.85842713173
year,sold,3.85685527191
questions,file,3.85604174482
know,like,3.85540323822
earlier,week,3.85524818834
call,'s,3.85353256644
enron,industrial,3.853362617
htm,file,3.85301148024
gas,natural,3.8498182272
'd,edison,3.8487141828
texas,down,3.84871198132
october,central,3.84854246703
mail,greg,3.84738778849
mail,importance,3.84738778849
more,research,3.84689575674
know,call,3.84072503943
gas,sheet,3.84032432597
central,time,3.8398135816
contracts,contracts,3.83888675669
copy,'s,3.83778584462
access,call,3.83740735922
need,call,3.83594949013
mail,high,3.83588833502
week,let,3.8354080693
send,review,3.83467751863
steve,john,3.83434729598
jeff,'s,3.83349037073
energy,prices,3.83249364616
state,prices,3.83236045636
california,contracts,3.82958768683
contact,questions,3.8287335109
manager,enron,3.82746325444
power,under,3.82726291936
page,enron,3.82510876693
monday,'s,3.82279125882
week,down,3.82278950317
enron,board,3.82196945026
'll,back,3.82138165394
edison,next,3.81977787259
's,fortune,3.8166693767
call,order,3.81606176702
state,deal,3.81557413824
time,power,3.81467207803
october,texas,3.81408483408
back,want,3.81254379504
john,edison,3.8123104377
energy,services,3.81208148333
gas,report,3.81032359808
's,think,3.80836393309
's,recently,3.80822228127
power,company,3.80788985714
know,changes,3.80601419248
general,enron,3.80470320855
'll,call,3.79249267564
time,give,3.79033081801
comments,'s,3.78871265475
call,let,3.78126598684
said,more,3.78118144908
enron,date,3.78037350433
said,week,3.77995742379
time,know,3.7778184732
review,need,3.77568654416
's,regulatory,3.77021035186
regulatory,'s,3.77021035186
gas,day,3.77006945686
thank,file,3.76757627584
n't,next,3.76305882997
hey,'s,3.76035540719
energy,gas,3.75753750723
state,gas,3.75715775118
's,committee,3.75613185948
's,bonds,3.74627691482
good,time,3.74193558769
sells,buys,3.74158446668
mtm,epgc,3.74158218793
mtm,lt,3.74155712165
aol,redirects,3.74152749787
aol,aimemail,3.74152749787
monthname,lkpcalendar,3.74149787408
heartland,steel,3.74149331657
channel,jhtml,3.74148989844
jhtml,powerwomen,3.74148989844
jhtml,5columns,3.74148989844
jhtml,frag,3.74148989844
platter,platter,3.74146483216
bear,stearns,3.74145685653
datetimevalue,lkpmod,3.74141128147
aim,aol,3.7413759608
daynum,dbo,3.74135659141
embedded,device,3.74129848321
embedded,bitmap,3.74129848321
rbs,instructions,3.7412893682
lkpmod,lkpmod,3.74128822882
lkpmod,scenario,3.74128822882
unlawful,3d,3.74128367132
yearnum,dbo,3.74128139256
dayofweekname,dbo,3.74128139256
expense,expensexms,3.74127455631
owe,pays,3.7412699988
jenkins,daniel,3.74124721127
rt,datevalue,3.74123809626
powerful,women,3.74121302998
scenariocode,dbo,3.74120619372
msn,en,3.7411104861
lkpmod,region,3.74110364985
fortune,powerful,3.74106491105
object,package,3.741028451
embedded,independent,3.74100794223
lkpmod,definitions,3.74091907087
ole,package,3.7408643808
map,ole,3.7408643808
proposals,cents,3.7407823457
cows,cows,3.74069917123
corporation,cows,3.74056700357
object,picture,3.74055674918
intended,copying,3.74050889537
aruba,central,3.74047585345
40sarofim,house,3.74047243532
list,frag,3.74039723648
frag,list,3.74039723648
consider,cents,3.74034482517
ole,picture,3.74026962633
pays,payment,3.74016594307
ceo,france,3.73998250348
inclinded,edison,3.73996655221
edison,succeed,3.73996655221
bail,edison,3.73996655221
n't,going,3.73991682655
remaining,return,3.73991072276
proposals,discussions,3.73990730463
consider,proposals,3.73990730463
dog,kept,3.73976146445
type,curve,3.73969765938
curve,type,3.73969765938
payment,cents,3.7395518192
origin,salisbury,3.7395085229
salisbury,filename,3.7395085229
tissue,capacity,3.73948801412
repaid,edison,3.73948345661
cpane,purchase,3.73943332405
customers,pre,3.73942193029
exmerge,holden,3.73941509403
folder,holden,3.7393057139
sender,immediately,3.73922481817
committee,affairs,3.73919861252
schroeder,mark,3.73919633376
rid,purchase,3.73894681033
approved,paid,3.73878615826
gilbert,smith,3.73871437755
add,matters,3.73868361439
page,gisb,3.73866880249
paid,expense,3.73859474303
items,salisbury,3.7384078853
20richardson,look,3.73821647007
manager,suite,3.73815494374
time,last,3.73812922126
kitchen,louise,3.7380410061
return,agree,3.73791453532
'd,proposals,3.73786554214
ceo,evp,3.73782908209
edison,pays,3.73755107425
enw,budget,3.73739839781
then,cents,3.73714545625
sold,july,3.73691985973
bank,america,3.7368925147
edison,owe,3.73682643086
owe,edison,3.73682643086
spokesman,said,3.73658944057
contain,information,3.7362453489
scottish,power,3.73604253991
stranded,john,3.73602886739
session,governor,3.73586365781
edison,cents,3.73586023968
cents,jeff,3.73566882445
delete,message,3.73529283024
received,immediately,3.73477669273
reply,email,3.73443829794
attachments,information,3.73396659612
some,stranded,3.73366921888
encoding,origin,3.73362250445
2ecom,last,3.73346299175
following,expense,3.73345387674
budget,sheet,3.73293659986
information,cpane,3.73254237562
enron,power,3.73251253368
edison,couple,3.73247857055
rid,price,3.73245920115
proposals,john,3.73217777518
winmail,file,3.73189520983
epmi,california,3.7317037946
dat,file,3.73132096413
edison,discussions,3.73006309259
edison,rates,3.73006309259
3e,like,3.72987509549
lynch,week,3.7288416811
content,items,3.72837681553
high,prices,3.72787093241
next,weeks,3.72762938461
information,cfm,3.72741518185
update,edison,3.72740606684
cut,state,3.72671446537
mark,vice,3.72566054221
more,default,3.72559217962
today,sign,3.7244300157
general,contracts,3.72421125543
status,last,3.72300807396
via,mail,3.72245889454
file,asp,3.72213303289
edison,utility,3.72209201534
ken,mail,3.72130698501
plan,plan,3.72119874425
california,utility,3.72098454149
office,monday,3.72092073641
bill,bill,3.720583481
officer,enron,3.72053562719
houston,cell,3.72051397904
mark,greg,3.72043080456
sheet,jeff,3.72019837178
budget,edison,3.72015963298
na,enron,3.71972325182
services,customers,3.71905443788
chief,enron,3.71891087645
cfm,call,3.71864198362
need,some,3.71823110502
under,contracts,3.71799481783
gisb,file,3.71696482157
enron,tel,3.71566137498
mark,general,3.71489343529
sorry,n't,3.71470885631
'd,agreement,3.71357403742
today,bill,3.71237085595
business,days,3.7123059115
term,california,3.71205183056
's,edison,3.71101343747
said,made,3.7106162163
time,more,3.70985335635
morning,edison,3.708323791
's,cents,3.70668308899
purchase,file,3.70662839893
more,file,3.70655112984
enron,llc,3.70591287055
cover,enron,3.70428811981
enron,cover,3.70428811981
id,call,3.7039121256
message,information,3.70377312168
event,enron,3.70347574445
power,'ve,3.70275451919
expense,enron,3.70266336908
term,state,3.70134624997
mark,steve,3.70012711722
gas,issues,3.69999039206
enron,suite,3.69860149223
's,working,3.6970021915
file,id,3.69456923918
oct,time,3.69437782394
gas,prices,3.69409411922
price,price,3.69283624768
comment,'s,3.69065320251
let,changes,3.68956509805
information,email,3.68696731988
going,well,3.68662550696
meeting,today,3.68588377293
know,n't,3.68443265919
next,year,3.68398671123
commission,power,3.68390467613
going,today,3.68222295657
edison,back,3.67909650775
power,deal,3.67307604289
mark,know,3.67207588502
agreement,john,3.6714490134
know,going,3.66761127477
meeting,meeting,3.66522687891
's,friday,3.66321380979
enron,questions,3.66264912906
's,thing,3.65859342955
's,comments,3.65476671437
call,thank,3.6541988548
time,call,3.65330162653
some,edison,3.65252625025
let,comments,3.65194288954
california,power,3.65181983689
did,said,3.65043435519
make,call,3.64821484998
enron,trading,3.64660946864
agreement,power,3.64660605051
','s,3.64209607123
call,jeff,3.64084992097
some,information,3.63654991446
state,week,3.63601440755
know,let,3.63399952253
john,october,3.63382680488
mike,'s,3.62660972961
going,some,3.62561873734
enron,time,3.62460565806
make,let,3.62416033555
said,'s,3.62104592272
need,'s,3.61925442876
some,more,3.61552841999
epgc,lt,3.6054945209
navarro,winmail,3.60549097374
navarro,dat,3.60548742658
bas,idx,3.60545550214
terror,war,3.60535972881
cadatetime,datevalue,3.6053337163
ft,idx,3.60531716289
ft,bas,3.60531716289
prc,idx,3.6053065214
prc,bas,3.6053065214
aruba,gdl,3.60528996799
phillip,platter,3.60519774182
hayslett,rod,3.60518237079
datevalue,rt,3.60511615714
martha,winmail,3.60510906281
martha,dat,3.60508305031
audrey,robertson,3.60506886166
ft,prc,3.60495298776
quick,turnaround,3.60492106332
causholli,industrial,3.60490096274
gilbert,doug,3.60478154168
affairs,affairs,3.60475198201
de,caso,3.60469286267
books,prc,3.60468103881
legislative,affairs,3.60465975585
gmt,canada,3.60464438482
happy,birthday,3.60464083766
cart,cfm,3.60442800804
ou,ou,3.60441500179
central,aruba,3.60432514039
monika,industrial,3.60430976936
disclosure,distribution,3.60404846189
causholli,markets,3.60404254996
deleted,sheet,3.60402599654
sheet,deleted,3.60402599654
error,delete,3.60396214766
mid,mid,3.60393258799
prc,central,3.60389238684
sender,delete,3.60381316692
treasurer,angelides,3.60375641236
sale,eas,3.60374222372
san,juan,3.60373394701
fortune,fortune,3.60365945664
subject,tired,3.6035293941
html,broncos,3.60348682818
executed,torch,3.60348209863
bond,treasurer,3.60332720596
regulatory,affairs,3.60330710539
power,gas,3.60329151753
contract,renewal,3.60312501783
expense,capital,3.60299732006
changed,expense,3.60299732006
subject,kept,3.60278449044
legislative,committee,3.60270527053
monika,markets,3.60267098131
physical,basis,3.6024486926
state,warned,3.6023056238
gas,enron,3.60221728309
7bit,zufferli,3.60209515896
total,expenses,3.60207505838
cd,',3.60206086974
bonds,fund,3.60203958678
cfm,purchase,3.60194499584
purchase,energycentral,3.60187287025
operations,development,3.60104874667
sections,purchase,3.60100736314
purchase,sections,3.60100736314
dorie,houston,3.60099199211
dog,dog,3.60070821928
cfm,id,3.60070348974
october,gmt,3.5999562213
purchase,research,3.59985335366
research,purchase,3.59985335366
well,enron,3.59949169725
amount,payment,3.59936029838
ceo,vice,3.59909544374
issue,'s,3.59884567084
west,desk,3.59808568545
lines,business,3.5980182894
cfm,order,3.59798400018
gmt,time,3.59795798768
cpane,price,3.59771914555
hard,copy,3.59767185008
tickets,game,3.5971161283
management,committee,3.59711139875
electric,company,3.59700971349
time,let,3.59674989672
privileged,information,3.59668337475
bonds,general,3.59629318711
planned,state,3.59617494844
delete,email,3.59601650861
pretty,good,3.5950079327
's,file,3.59490762768
file,broncos,3.59482466275
mail,cindy,3.59479273831
file,cart,3.59422873983
information,rid,3.59402300453
some,tissue,3.59333485543
gas,matters,3.59331357247
id,order,3.593140944
deal,july,3.59281342287
payment,following,3.59189470836
back,let,3.5917473559
commission,against,3.59124912518
let,file,3.59115812649
state,according,3.59040490104
utility,off,3.59022754302
price,sections,3.59013176969
sections,price,3.59013176969
non,agreement,3.58929818703
price,section,3.58915275345
manager,houston,3.5890238733
exmerge,mike,3.58858402542
expenses,some,3.58722664542
causholli,enron,3.58700435671
information,sections,3.58692868395
ahead,time,3.5856919074
know,make,3.58530304302
agreement,return,3.58509480209
mail,karen,3.5844326655
price,index,3.58425767226
steve,steve,3.58400227672
enron,some,3.58338138304
agreement,sign,3.58313322245
july,state,3.58283171382
information,research,3.5821991369
sold,state,3.58174982993
work,'s,3.58155855401
think,'re,3.58078736711
power,july,3.57933066662
down,down,3.57894757331
's,stadium,3.57833036742
information,received,3.57628720309
sections,call,3.57545716758
energycentral,file,3.57515920612
section,call,3.57354643058
way,'s,3.5726149475
like,enron,3.57239377468
barbie,'s,3.57228127674
time,canada,3.57108943088
monika,enron,3.57014352147
counsel,enron,3.56930047971
file,purchase,3.56919997684
review,discuss,3.56879323579
research,call,3.56781421955
day,under,3.56774091157
business,system,3.56624873948
file,section,3.56562443927
's,consumers,3.56471991339
review,following,3.56440421613
enron,year,3.56131005492
customers,power,3.56018546016
's,women,3.56018309539
think,know,3.55834539755
gas,system,3.5566004635
questions,comments,3.55643492935
's,fund,3.55564627738
date,october,3.55476539924
commission,energy,3.55379111255
want,work,3.55366341478
market,state,3.55289959293
john,mike,3.55175267777
